source_id,source_ident,state,name,historical_name,municipality,latitude_deg,longitude_deg,elevation_ft,status,include,notes,source_url
894491E591,,AK,(Original) Huslia Airport,,Huslia,65.702,-156.382,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
4A708035FB,,AK,(Original) Point Barrow Airfield / Barrow Naval Arctic Research Laboratory Airfield / Original Point Barrow Airport,,Barrow,71.338,-156.639,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
99B39E5396,,AK,Alexai Point Army Airfield,,Attu Island,52.816,173.297,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
764D8AFE6B,,AK,Amchitka Army Airfield / Naval Air Facility Amchitka / Amchitka Air Force Base,,Amchitka Island,51.38,179.27,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
CBF00E841A,,AK,Anchorage Aviation Field / Delaney Park Airfield,,Anchorage,61.213,-149.899,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
952F0839F7,,AK,Deering Airport (original location),,Deering,66.079,-162.734,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
B6C3D47748,,AK,Fort Glenn North Satellite Army Airfield / North Shore Airfield,,Umnak Island,53.375,-167.895,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
3F2B4B4CBF,,AK,Fort Randall Army Airfield Satellite Field,,Cold Bay,55.176,-162.646,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
343D8C4B15,,AK,Miller Army Airfield,,Cape Chiniak,57.616,-152.194,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
6227A067B6,,AK,Naval Air Station Sitka,,Sitka,57.053,-135.352,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
51CFB64B33,,AK,Newtok Airport (EWU / WWT),,Newtok,60.938,-164.64,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
AD055EE27E,,AK,Nuiqsut Airport (original location),,Nuiqsut,70.217,-150.972,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
50EDADF803,,AK,Ogliuga Army Airfield,,Ogliuga Island,51.606,-178.656,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
0CA9952987,,AK,Phillips Field,,Fairbanks,64.85,-147.793,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
818EDC261C,,AK,Point Spencer Army Airfield/ Point Spencer Air Force Base,,Point Spencer,65.277,-166.849,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
71E84C4301,,AK,Sagwon Airport (SAG),,Sagwon,69.378,-148.689,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
01D4BED1EB,,AK,Shishmaref Airport (original location),,Shishmaref,66.256,-166.058,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
FF8AF33F05,,AK,"Wasilla Airport (orignal location) (LWA, Z16)",,Wasilla,61.584,-149.458,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
7AAAA78051,,AK,Weeks Field,,Fairbanks,64.838,-147.73,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_E.htm
1660657A82,,AK,Western Shemya Army Airfield,,Shemya Island,52.72,174.08,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AK/Airfields_AK_W.htm
AC4484D9D1,,AL,(Original) Atmore Airport / Atmore Intermediate Field,,Atmore,31.08,-87.58,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
C1A51556CA,,AL,(Original) Brewton Municipal Airport,,Brewton,31.148,-87.07,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
E57932B1B0,,AL,(Original) Gadsden Airport / Gulf Steel Airport / Republic Steel Airport,,Gadsden,34.003,-86.04,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
1A28A35E82,,AL,Albertville Airport (original location),,Albertville,34.275,-86.218,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
E0C498D8C2,,AL,Anniston Army Airfield / (Original) Talladega Airport,,Talladega,33.57,-86.06,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
42DA75F99E,,AL,Beaver Dam Auxiliary Army Airfield / Beaver Dam Airport,,Mooresville,34.608,-86.865,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Huntsville.htm
B9FCB36CB6,,AL,Boynton Field,,Talladega,33.43,-86.11,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
AEF6CAE16F,,AL,Brundidge Municipal Airport (60A),,Brundidge,31.732,-85.805,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
0815B27085,,AL,Camp Hill Tallapoosa County Airport (62A),,Camp Hill,32.782,-85.658,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
F21D16BECB,,AL,Center Airport / Centre Airport,,Centre,34.161,-85.682,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
BEF3BB2585,,AL,Centre Municipal Airport,,Centre,34.16,-85.635,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
333D891183,,AL,Coosa County Airport (69A),,Goodwater,33.095,-86.064,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
F3062505F2,,AL,Courtland Auxiliary Army Airfield #1 / Danville Field / Danville Airport,,Danville,34.424,-87.119,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NW.htm
E0594889B5,,AL,Craig Army Auxiliary Airfield #2 / Furniss Field,,Orrville,32.288,-87.093,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
3DC4D8163B,,AL,Craig Army Auxiliary Airfield #3 / Henderson Field / Henderson Airport,,Miller's Ferry,32.12,-87.373,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
597D22BBD9,,AL,Davenport Airport,,Ft. Payne,34.458,-85.706,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
CB63122E28,,AL,Davis Airport / Idle Hour Airport,,Theodore,30.58,-88.26,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
4D317AD177,,AL,Dekker Landing Field,,Fort Mitchell,32.286,-84.947,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
0C38DCCF55,,AL,Dothan Municipal Airport / Napier Army Airfield Auxiliary #2,,Dothan,31.24,-85.44,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
4CA400368D,,AL,Durham Airport / (Original) Bessemer Airport,,Bessemer,33.365,-86.981,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
86A12D4170,,AL,Enterprise Airport (original location),,Enterprise,31.324,-85.852,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
87D55EA8C1,,AL,Eutaw Municipal Airport,,Eutaw,32.82,-87.865,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NW.htm
23C5AF1225,,AL,Faircloth Naval Outlying Landing Field,,Lillian,30.45,-87.47,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
05348F7BC5,,AL,Foley Municipal Airport (original) / Barin Naval Auxiliary Air Station (NBJ),,Foley,30.39,-87.64,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
6233D12FB7,,AL,Fort Morgan Airfield,,Fort Morgan,30.23,-88.02,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
B0ECB3C3C4,,AL,Ft. McClellan Army Airfield / Henry J. Reilly Army Airfield,,Anniston,33.745,-85.782,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
D60083215D,,AL,Ft. Payne Airport / Jacoway Airport,,Ft. Payne,34.414,-85.744,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
FF7CF57ABB,,AL,Geneva Airport (original location) / Morris Field,,Geneva,31.053,-85.904,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
F3661C0F75,,AL,Griel Army Auxiliary Airfield #1 / Tallassee Airport / Reeves Airport (1st location),,Tallassee,32.48,-85.89,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
BD87706E3B,,AL,Grove Hill Municipal Airport (3A0),,Grove Hill,31.691,-87.762,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
B494E3AC37,,AL,Huntsville Airport (1st location) / Huntsville Flying Field / Mayfair Airport,,Huntsville,34.71,-86.58,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Huntsville.htm
B6582624E4,,AL,Huntsville Airport (2nd location),,Huntsville,34.69,-86.59,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Huntsville.htm
11A9211AA6,,AL,Jacksonville Airport,,Jacksonville,33.788,-85.774,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
FD44C4240F,,AL,Jasper Airport / (Original) Walker County Airport (1A8),,Jasper,33.865,-87.264,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NW.htm
AC8BBA3965,,AL,Kennedy Field / Tuskegee Institute #1,,Tuskegee,32.35,-85.65,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
BB1190137A,,AL,Klumpp Field / Klump Airport (AL78),,Fairhope,30.527,-87.854,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
DBDA1FAFE2,,AL,Lee Brothers Airfield,,Anniston,33.619,-85.793,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
9EBF7201CE,,AL,Linden Airfield / Freddie Jones Field (70A),,Linden,32.27,-87.72,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
951607733B,,AL,Mallard Airport (23A),,York,32.5,-88.27,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
BA11F38E66,,AL,Martin Field,,Catherine,32.158,-87.448,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
F122F644CB,,AL,McGowin Field (5AL1 / 4A3),,Chapman,31.679,-86.682,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
424A18893A,,AL,McKee Airport,,Jackson,31.536,-87.901,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
324F33C819,,AL,McMinn Airport (25A),,Anniston,33.74,-85.825,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
2DC352E661,,AL,Messer Field / Central Park Field,,Birmingham,33.48,-86.89,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
96A0445979,,AL,Montgomery Municipal Airport (Original) / Gunter Field,,Montgomery,32.41,-86.23,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
3B333726E5,,AL,Mt. Meigs Field / Gunter Auxiliary Army Airfield #4,,Mt. Meigs,32.365,-86.026,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
A65E422673,,AL,Naval Outlying Field 28431 / Magnolia Naval Outer Landing Field,,Marlow,30.46,-87.77,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
15D416BDC3,,AL,Naval Outlying Field 29436 / Silverhill Naval Outer Landing Field (NQB),,Silverhill,30.56,-87.82,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
BDDA62568D,,AL,Naval Outlying Field 29625 / Summerdale Naval Outer Landing Field (NFD),,Summerdale,30.51,-87.65,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
C9C3A7DA8C,,AL,Oak Airport,,Foley,30.319,-87.685,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
3CF92E81EC,,AL,Palmer Field,,Madison,34.693,-86.786,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Huntsville.htm
E24EC1BE02,,AL,Perry County Airport,,Norman,32.56,-87.3,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
BC61023925,,AL,Phenix City Airport,,Phenix City,32.5,-85.01,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
9580EAA8C2,,AL,Pine Hill Municipal Airport,,Pine Hill,31.969,-87.595,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
2A50873732,,AL,Red Bay Airport,,Red Bay,34.455,-88.155,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NW.htm
EEC620BF30,,AL,Reeves Airport (2nd location) / Tallassee Municipal Airport,,Tallassee,32.516,-85.877,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
7C499E87FF,,AL,Reimer Field / Wilson Field,,Foley,30.42,-87.68,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
7116ADE178,,AL,Roberts Field,,Birmingham,33.518,-86.874,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Birmingham.htm
27D6510B4E,,AL,Selfield Army Auxiliary Airfield / Craig Army Auxiliary Airfield #1 / Selma Municipal Airport,,Selma,32.44,-86.95,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
C216D0F7CD,,AL,Shorter Army Auxiliary Airfield #2,,Shorter,32.423,-85.957,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
D2498B82FC,,AL,South Huntsville Airport (3M6),,Lacey's Spring,34.54,-86.61,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Huntsville.htm
2AC638E42D,,AL,Taylor Field / Gunter Auxiliary Army Airfield #5,,Pike Road,32.3,-86.115,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
1E367F6074,,AL,Tri-Cities Municipal Airport,,Tuscumbia,34.717,-87.708,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NW.htm
2A90C3265B,,AL,Trinity Field / Courtland Army Auxiliary Airfield #2,,Hillsboro,34.638,-87.156,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NW.htm
3160FBA93F,,AL,Troy Airport (original location),,Troy,31.777,-85.967,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
F842C79C4C,,AL,Tuskegee Army Airfield / Sharpe Field (AL73),,Tuskegee,32.49,-85.775,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
9D7908A869,,AL,Uniontown Airport,,Uniontown,32.43,-87.5,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
B7E9AC559B,,AL,Valley Airport (56A),,Lanett,32.85,-85.16,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
F33AC8EB74,,AL,Valley Head Airport,,Fort Payne,34.5,-85.63,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_NE.htm
52B8C0EBC1,,AL,Wheelless Airport (37J),,Dothan,31.23,-85.49,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_SE.htm
58E172A8AE,,AL,Wilheller Airport / Skyharbor Airport (S63),,Selma,32.37,-87.106,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Montgomery.htm
83B6336B6E,,AL,Wolf Naval Outer Landing Field / Field 27016 (NHL),,Orange Beach,30.344,-87.541,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AL/Airfields_AL_Mobile.htm
78107529D1,,AR,(Original) Conway Municipal Airport / Dennis F. Cantrell Field (CWS),,Conway,35.083,-92.425,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
39BE7AA3DF,,AR,Bell Ann Plantation Airport (98M),,Pollard,36.459,-90.283,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
9E9EFF5443,,AR,Biggers Auxiliary Army Airfield #2 / Reyno Airport,,Biggers,36.33,-90.764,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
2B7213A136,,AR,Chaffee Army Airfield,,Fort Chaffee,35.304,-94.322,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_SW.htm
3B71641067,,AR,Eberts Field,,Lonoke,34.8,-91.92,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_SE.htm
9BC7A2CB4A,,AR,Erwin Auxiliary Army Airfield / Erwin MCAF Auxiliary,,Newport,35.572,-91.255,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
7643BF2372,,AR,Hames Airport / Benton Airport / (Original) Saline County Airport,,Benton,34.56,-92.61,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_SW.htm
3A33041284,,AR,Heber Springs Airport (1st location),,Heber Springs,35.49,-92.11,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
0C55E15BF0,,AR,Heber Springs Airport (2nd location),,Heber Springs,35.515,-92.028,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
412C272683,,AR,Heber Springs Airport (3rd location),,Heber Springs,35.514,-92.03,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
FA6B4941E6,,AR,Lonoke Emergency Field / Lonoke Municipal Airport,,Lonoke,34.788,-91.92,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_SE.htm
2FDDA7C144,,AR,Milltown Auxiliary Army Airfield / Milltown MCAF Auxiliary,,Tuckerman,35.73,-91.11,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
02721B9877,,AR,Rogers Field,,Bentonville,36.36,-94.19,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
94CF993048,,AR,Three Rivers Airport,,Little Rock,34.822,-92.444,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
B2907D2102,,AR,Toney Field,,Pine Bluff,34.254,-92.012,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_SE.htm
EFD3C04BE8,,AR,Twin City Airport (39AR),,Van Burnen,35.421,-94.326,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
16616E605D,,AR,Walcott Auxiliary Army Airfield #3,,Walcott,36.04,-90.7,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
E7BB6E4EC7,,AR,Worth James Airport,,Little Rock,34.707,-92.328,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_SE.htm
DC39C9015C,,AR,Wynne Municipal Airport (M65),,Wynne,35.232,-90.761,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AR/Airfields_AR_N.htm
56B1C2844F,,AZ,(Original) Airhaven Airport,,Alhambra,33.49,-112.12,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Phoenix_N.htm
00E9E9ABB3,,AZ,(Original) Bullhead City Airport,,Bullhead City,35.168,-114.565,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_NW.htm
111652C2CE,,AZ,Air-Topia Airport,,Phoenix,33.4,-112.16,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Phoenix_SW.htm
BEE0490565,,AZ,Ajo AAF Aux #2 / Williams AF Aux #2 / Luke Air Force Aux #8,,Gila Bend,32.607,-112.877,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_GilaBend.htm
2F78641A5C,,AZ,Ajo AAF Auxiliary #1 / Williams AF Auxiliary #1 / Luke Air Force Aux #7 SW,,Gila Bend,32.53,-112.935,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_GilaBend.htm
DB16095D4C,,AZ,Ajo AAF Auxiliary #3 / Williams AF Auxiliary #3/ Luke Air Force Auxiliary #9,,Gila Bend,32.66,-112.87,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_GilaBend.htm
2DBF58EF5C,,AZ,Allied Airfield,,Tucson,32.15,-110.85,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Tucson_SE.htm
0A35FD2CFF,,AZ,American Airways Field / Salome CAA Site 27B Airfield,,Salome,33.58,-113.59,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_W.htm
01AC871C1B,,AZ,Ash Fork Airport / Jay Hasbrook Airport / Santa Fe Airport,,Ash Fork,35.231,-112.49,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_N.htm
CDA8EAA967,,AZ,Ashfork Intermediate Field,,Ash Fork,35.23,-112.55,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_N.htm
FCC84F5BD4,,AZ,Benson Intermediate Field / (Original) Benson Airport (31AZ),,Benson,31.96,-110.26,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_SE.htm
61A4CC6C4F,,AZ,Bowie Airport (1st location),,Bowie,32.328,-109.508,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_SE.htm
82F05B3E81,,AZ,Bowie Airport (2nd location),,Bowie,32.336,-109.474,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_SE.htm
A281D1ECC6,,AZ,Camp Horn Army Airfield,,Horn,32.95,-113.53,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Yuma.htm
A958798AB4,,AZ,Casa Blanca Airport,,Scottsdale,33.52,-111.93,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Phoenix_NE.htm
1F0C92EA61,,AZ,Cochise Intermediate Field,,Cochise,32.03,-109.91,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_SE.htm
3E87823CE4,,AZ,Colfred Auxiliary Army Airfield #2 / Colfred Airport,,Tacna,32.69,-113.88,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Yuma.htm
4DDED30649,,AZ,Conner Field / Quartzsite Airport,,Quartzsite,33.659,-114.236,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_W.htm
2C655F65DA,,AZ,Continental Airfield,,Continental,31.844,-110.977,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Tucson_SW.htm
BAB561820A,,AZ,Coolidge Airpark,,Coolidge,32.954,-111.518,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Phoenix_SE.htm
527234283B,,AZ,Coolidge Flying Field / Coolidge Airport (original location),,Coolidge,32.971,-111.547,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Phoenix_SE.htm
A3236C50FC,,AZ,"Coyner Airfield, (AZ60)",,Litchfield Park,33.507,-112.475,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Phoenix_NW.htm
58E092B43E,,AZ,Dateland Army Airfield (AZ06),,Dateland,32.82,-113.53,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_Yuma.htm
CCEE419EF9,,AZ,Douglas Auxiliary Army Airfield #2 / Forrest Field,,West of Douglas,31.37,-109.67,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_SE.htm
FBA777C920,,AZ,Douglas Auxiliary Army Airfield #3 / Webb Field,,Elfrida,31.77,-109.7,,HISTORICAL_INFORMATIONAL,yes,,https://www.airfields-freeman.com/AZ/Airfields_AZ_SE.htm
